n_lines,n_directions,n_words,n_speak_char,andy,angela,creed,darryl,david,dwight,erin,gabe,holly,jan,jim,karen,kelly,kevin,meredith,michael,nellie,oscar,pam,phyllis,robert,ryan,stanley,toby,andy_perc,angela_perc,creed_perc,darryl_perc,david_perc,dwight_perc,erin_perc,gabe_perc,holly_perc,jan_perc,jim_perc,karen_perc,kelly_perc,kevin_perc,meredith_perc,michael_perc,nellie_perc,oscar_perc,pam_perc,phyllis_perc,robert_perc,ryan_perc,stanley_perc,toby_perc,michael_dummy,dwight_dummy,jim_dummy,pam_dummy,andy_dummy,angela_dummy,kevin_dummy,erin_dummy,oscar_dummy,ryan_dummy,darryl_dummy,phyllis_dummy,kelly_dummy,toby_dummy,jan_dummy,stanley_dummy,meredith_dummy,holly_dummy,nellie_dummy,gabe_dummy,robert_dummy,creed_dummy,david_dummy,karen_dummy,writer_Aaron_Shure,writer_Allison_Silverman,writer_B.J._Novak,writer_Brent_Forrester,writer_Carrie_Kemper,writer_Charlie_Grandy,writer_Daniel_Chun,writer_Gene_Stupnitsky;Lee_Eisenberg,writer_Greg_Daniels,writer_Halsted_Sullivan;Warren_Lieberstein,writer_Jennifer_Celotta,writer_Justin_Spitzer,writer_Lee_Eisenberg;Gene_Stupnitsky,writer_Michael_Schur,writer_Mindy_Kaling,writer_Owen_Ellickson,writer_Paul_Lieberstein,writer_Robert_Padnick,writer_Steve_Hely,writer_Warren_Lieberstein;Halsted_Sullivan,low_appearance_writer,director_B.J._Novak,director_Brent_Forrester,director_Charles_McDougall,director_David_Rogers,director_Greg_Daniels,director_Harold_Ramis,director_Jeffrey_Blitz,director_Jennifer_Celotta,director_John_Krasinski,director_Ken_Kwapis,director_Ken_Whittingham,director_Matt_Sohn,director_Paul_Feig,director_Paul_Lieberstein,director_Rainn_Wilson,director_Randall_Einhorn,director_Steve_Carell,director_Troy_Miller,director_Tucker_Gates,low_appearance_director,multi_part
0.35627530364372473,0.3161290322580645,0.3995580554439534,0.33333333333333337,0.5783132530120483,0.15384615384615385,0.1764705882352941,0.02040816326530612,0.0,0.2168674698795181,0.4807692307692308,0.06666666666666667,0.0,0.0,0.291044776119403,0.0,0.0,0.0967741935483871,0.0,0.0,0.5238095238095237,0.2894736842105263,0.25396825396825395,0.3333333333333333,0.5,0.038461538461538464,0.043478260869565216,0.0,0.5460703430308295,0.12654301842317478,0.1504559270516709,0.016376155325351752,0.0,0.16013284519844262,0.3815222897669704,0.05896656534954409,0.0,0.0,0.21850474073401976,0.0,0.0,0.07766481500890855,0.0,0.0,0.37733391228831964,0.21899696048632195,0.19066917547160708,0.31732522796352536,0.4483282674772032,0.03541033434650437,0.032245275538522,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.37854251012145745,0.2838709677419355,0.32322217758135796,0.38095238095238093,0.13253012048192772,0.6153846153846154,0.0,0.24489795918367346,0.0,0.3975903614457832,0.057692307692307696,0.0,0.0,0.0,0.23134328358208955,0.0,0.0,0.29032258064516125,0.08333333333333333,0.0,0.09523809523809523,0.763157894736842,0.3333333333333333,0.2222222222222222,0.0,0.0,0.21739130434782608,0.05405405405405406,0.16273291925465838,0.6582237638138257,0.0,0.25554569653948483,0.0,0.37558507995493984,0.059535573122529536,0.0,0.0,0.0,0.2258568815999056,0.0,0.0,0.30298487120076295,0.08893280632411052,0.0,0.08921513269339303,0.7507905138339921,0.32542819499341236,0.2750988142292486,0.0,0.0,0.20965801684138094,0.047003525264394566,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.47975708502024295,0.1096774193548387,0.42306147047006826,0.26190476190476186,0.0,0.09615384615384616,0.23529411764705882,0.16326530612244897,0.0,0.32530120481927716,0.0,0.0,0.0,0.547945205479452,0.3880597014925373,0.0,0.043478260869565216,0.5161290322580645,0.027777777777777776,0.5911949685534591,0.0,0.10526315789473684,0.3492063492063492,0.25925925925925924,0.0,0.01282051282051282,0.043478260869565216,0.10810810810810811,0.0,0.09259931730699388,0.2348754448398567,0.15338804560970287,0.0,0.2780732813018868,0.0,0.0,0.0,0.40559645103105363,0.3411058586073192,0.0,0.04935788333591124,0.4849674806724753,0.026690391459074255,0.46242411555369467,0.0,0.09323843416370073,0.30695362367960227,0.2889679715302486,0.0,0.013819691577698447,0.03775336531022677,0.08463979994229075,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2692307692307693,0.2645161290322581,0.329851345922057,0.30952380952380953,0.0,0.07692307692307693,0.23529411764705882,0.02040816326530612,0.0,0.22891566265060243,0.0,0.0,0.0,0.0,0.12686567164179105,0.0,0.2608695652173913,0.16129032258064516,0.05555555555555555,0.48427672955974843,0.0,0.02631578947368421,0.16666666666666666,0.0,0.0,0.1282051282051282,0.2608695652173913,0.35135135135135137,0.0,0.07355592413643874,0.23321554770317923,0.019038003894136946,0.0,0.19922679579615493,0.0,0.0,0.0,0.0,0.11072728231633339,0.0,0.29405438623444424,0.15048129645424652,0.05300353356890401,0.37611723134483466,0.0,0.02314487632508809,0.14546525323910478,0.0,0.0,0.13722025912838637,0.2249193424489165,0.27313532613885977,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6497975708502024,0.27096774193548384,0.7641623141824025,0.38095238095238093,0.13253012048192772,0.07692307692307693,0.4117647058823529,0.2040816326530612,0.0,0.42168674698795183,0.0,0.0,0.0,0.4246575342465753,0.30597014925373134,0.0,0.5652173913043478,0.3225806451612903,0.027777777777777776,0.8553459119496856,0.0,0.6578947368421052,0.3968253968253968,0.07407407407407407,0.0,0.2692307692307692,0.30434782608695654,0.05405405405405406,0.21899696048632208,0.11072514112027766,0.6143617021276581,0.28658271819366027,0.0,0.5417070032042645,0.0,0.0,0.0,0.4698338676770619,0.401992696093998,0.0,0.9590656799259939,0.45304475421863555,0.03989361702127651,1.0,0.0,0.8710106382978725,0.5213610266801755,0.12340425531914868,0.0,0.4337765957446806,0.39500462534690006,0.06325474410580781,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.28744939271255066,0.30967741935483867,0.375050220972278,0.2857142857142857,0.3734939759036145,0.07692307692307693,0.11764705882352941,0.0,0.0,0.6867469879518072,0.19230769230769232,0.0,0.0,0.0,0.11194029850746269,0.0,0.0,0.16129032258064516,0.05555555555555555,0.0,0.30952380952380953,0.18421052631578946,0.07142857142857142,0.18518518518518517,0.18421052631578946,0.0,0.9130434782608695,0.40540540540540543,0.43294243070362454,0.07767286018885139,0.12313432835820765,0.0,0.0,0.5964418844414043,0.18734452736318363,0.0,0.0,0.0,0.10316885720650469,0.0,0.0,0.15890375707668528,0.05597014925373076,0.0,0.2737206823027716,0.1710820895522387,0.06583155650319827,0.21641791044776074,0.20276904948939495,0.0,0.8312783906554178,0.3327954820492133,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1659919028340081,0.14193548387096772,0.30735235034150254,0.0714285714285714,0.0,0.13461538461538464,0.058823529411764705,0.0,0.0,0.8072289156626506,0.0,0.0,0.0,0.0,0.14925373134328357,0.0,0.21739130434782608,0.1935483870967742,0.0,0.3144654088050315,0.0,0.15789473684210525,0.11904761904761904,0.1111111111111111,0.0,0.08974358974358974,0.2608695652173913,0.13513513513513514,0.0,0.13904034896401263,0.06297709923664005,0.0,0.0,0.7141908035324581,0.0,0.0,0.0,0.0,0.1407086703885154,0.0,0.2646863591105204,0.19505132929718344,0.0,0.26380781320161645,0.0,0.1499999999999999,0.11223191566703004,0.13282442748091594,0.0,0.10375318066157724,0.24294722867573823,0.11347225087683076,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19838056680161942,0.1032258064516129,0.33326637203696263,0.0714285714285714,0.0,0.019230769230769232,0.0,0.0,0.0,0.30120481927710846,0.0,0.0,0.0,0.1643835616438356,0.26865671641791045,0.0,0.0,0.03225806451612903,0.0,0.5094339622641509,0.0,0.07894736842105263,0.32539682539682535,0.07407407407407407,0.0,0.10256410256410256,0.21739130434782608,0.0,0.0,0.02272524730416166,0.0,0.0,0.0,0.3223637842755312,0.0,0.0,0.0,0.149309086558593,0.2897738382324187,0.0,0.0,0.03719319379611477,0.0,0.4889545337785769,0.0,0.08580786026200872,0.3509738684411172,0.10131004366812148,0.0,0.13566229985443928,0.23163090943611084,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10931174089068824,0.04516129032258065,0.20289272800321412,0.26190476190476186,0.0,0.038461538461538464,0.29411764705882354,0.0,0.0,0.2168674698795181,0.0,0.0,0.0,0.0,0.08208955223880597,0.125,0.3913043478260869,0.1935483870967742,0.08333333333333333,0.2830188679245283,0.0,0.10526315789473684,0.20634920634920634,0.0,0.0,0.1923076923076923,0.043478260869565216,0.08108108108108109,0.0,0.021958150348746985,0.1740506329113915,0.0,0.0,0.1046089969129563,0.0,0.0,0.0,0.0,0.04277662321304864,0.04878691983122338,0.26334617501375907,0.10781318201658617,0.04746835443037951,0.1312360387192852,0.0,0.05527426160337526,0.10752796195834154,0.0,0.0,0.12289029535864954,0.022381214456062993,0.037632569278138725,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.42105263157894735,0.2645161290322581,0.3842908798714343,0.19047619047619047,0.24096385542168675,0.21153846153846156,0.0,0.2857142857142857,0.0,0.6746987951807228,0.3653846153846154,0.2,0.0,0.0,0.41044776119402987,0.0,0.34782608695652173,0.12903225806451613,0.0,0.0,0.5714285714285714,0.2631578947368421,0.11904761904761904,0.14814814814814814,0.0,0.2564102564102564,0.2608695652173913,0.0,0.3145258103241296,0.24052478134110752,0.0,0.31692677070828323,0.0,0.6629129122178783,0.40082282913165246,0.24453781512605005,0.0,0.0,0.4259688950206948,0.0,0.4662038728534885,0.14314691393798884,0.0,0.0,0.5690276110444175,0.2752100840336131,0.12354941976790712,0.19495798319327703,0.0,0.326330532212885,0.2674461088783335,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
