season,total_votes,n_lines,n_directions,n_words,n_speak_char,andy,angela,darryl,dwight,erin,holly,jan,jim,kelly,kevin,meredith,michael,oscar,pam,phyllis,ryan,stanley,toby,andy_perc,angela_perc,darryl_perc,dwight_perc,erin_perc,holly_perc,jan_perc,jim_perc,kelly_perc,kevin_perc,meredith_perc,michael_perc,oscar_perc,pam_perc,phyllis_perc,ryan_perc,stanley_perc,toby_perc,multi_part,Alex Hardcastle_dummy,Amy Heckerling_dummy,Asaad Kelada_dummy,B.J. Novak_dummy,Brent Forrester_dummy,Brian Baumgartner_dummy,Bryan Cranston_dummy,Bryan Gordon_dummy,Charles McDougal_dummy,Charles McDougall_dummy,Charlie Grandy_dummy,Claire Scanlon_dummy,Claire Scanlong_dummy,Craig Zisk_dummy,Daniel Chun_dummy,Danny Leiner_dummy,David Rogers_dummy,Dean Holland_dummy,Dennie Gordon_dummy,Ed Helms_dummy,Eric Appel_dummy,Gene Stupnitsky_dummy,Greg Daneils_dummy,Greg Daniels_dummy,Harold Ramis_dummy,J.J. Abrams_dummy,Jason Reitman_dummy,Jeffrey Blitz_dummy,Jennifer Celotta_dummy,Jesse Peretz_dummy,John Krasinski_dummy,John Scott_dummy,Jon Favreau_dummy,Joss Whedon_dummy,Julian Farino_dummy,Kelly Cantley-Kashima_dummy,Ken Kwapis_dummy,Ken Whittingham_dummy,Ken Wittingham_dummy,Lee Eisenberg_dummy,Lee Kirk_dummy,Marc Webb_dummy,Matt Sohn_dummy,Michael Spiller_dummy,Miguel Arteta_dummy,Mindy Kaling_dummy,Paul Feig_dummy,Paul Lieberstein_dummy,Paul Lieerstein_dummy,Rainn Wilson_dummy,Randall Einhorn_dummy,Reginald Hudlin_dummy,Rodman Flender_dummy,Roger Nygard_dummy,Seth Gordon_dummy,Stephen Merchant_dummy,Steve Carell_dummy,Troy Miller_dummy,Tucker Gates_dummy,Victor Nelli Jr._dummy,Aaron Shure_dummy,Allison Silverman_dummy,Amelie Gillette_dummy,Anthony Q. Farrell_dummy,B.J. Novak_dummy.1,Brent Forrester_dummy.1,Caroline Williams_dummy,Carrie Kemper_dummy,Charlie Grandy_dummy.1,Dan Greaney_dummy,Dan Sterling_dummy,Daniel Chun_dummy.1,Gabe Miller_dummy,Gene Stupnitsky_dummy.1,Graham Wagner_dummy,Greg Daniels_dummy.1,Halsted Sullivan_dummy,Jason Kessler_dummy,Jennifer Celotta_dummy.1,Jon Vitti_dummy,Jonathan Green_dummy,Jonathan Huges_dummy,Justin Spitzer_dummy,Larry Willmore_dummy,Lee Eisenberg_dummy.1,Lester Lewis_dummy,Michael Schur_dummy,Mindy Kaling_dummy.1,Nicki Schwartz-Wright_dummy,Owen Ellickson_dummy,Paul Lieberstein_dummy.1,Peter Ocko_dummy,Ricky Gervais_dummy,Robert Padnick_dummy,Ryan Koh_dummy,Stephen Merchant_dummy.1,Steve Carell_dummy.1,Steve Hely_dummy,Tim McAuliffe_dummy,Warren Lieberstein_dummy,Andy_dummy,Angela_dummy,Creed_dummy,Darryl_dummy,Dwight_dummy,Erin_dummy,Jim_dummy,Kelly_dummy,Kevin_dummy,Meredith_dummy,Michael_dummy,Oscar_dummy,Pam_dummy,Phyllis_dummy,Ryan_dummy,Stanley_dummy,Toby_dummy
0.018660812294182205,0.32265446224256294,0.2129032258064516,0.2694052419354839,0.5,0.5466666666666667,0.5961538461538461,0.11627906976744186,0.6385542168674698,0.23076923076923078,0.0,0.0,0.4140625,0.07142857142857142,0.4,0.09090909090909091,0.0,0.7741935483870968,0.19047619047619047,0.4074074074074074,0.02564102564102564,0.14285714285714285,0.13513513513513514,8,0.1553030303030303,0.1174242424242424,0.0189393939393939,0.2159090909090909,0.0454545454545454,0.0,0.0,0.2234848484848484,0.0075757575757575,0.0454545454545454,0.0075757575757575,0.0,0.0909090909090909,0.0909090909090909,0.0416666666666666,0.0075757575757575,0.0151515151515151,0.0189393939393939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
0.018660812294182205,0.16247139588100684,0.13548387096774195,0.2661290322580645,0.7727272727272727,0.37333333333333335,0.17307692307692307,0.09302325581395349,0.5903614457831325,0.19230769230769232,0.0,0.0,0.171875,0.3214285714285714,0.26666666666666666,0.13636363636363635,0.0,0.1935483870967742,0.07936507936507936,0.07407407407407407,0.21794871794871795,0.03571428571428571,0.4864864864864865,8,0.1007194244604316,0.0323741007194244,0.014388489208633,0.1906474820143885,0.0359712230215827,0.0,0.0,0.1007194244604316,0.0323741007194244,0.0287769784172661,0.0107913669064748,0.0,0.0215827338129496,0.0359712230215827,0.0071942446043165,0.0611510791366906,0.0035971223021582,0.0647482014388489,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
0.00987925356750824,0.3066361556064073,0.2,0.19707661290322576,0.31818181818181823,0.0,1.0,0.13953488372093023,0.6385542168674698,0.11538461538461539,0.0,0.0,0.1796875,0.0,0.5333333333333333,0.36363636363636365,0.0,0.7096774193548387,0.1349206349206349,0.4444444444444444,0.0,0.5,0.21621621621621623,9,0.0,0.1037924151696606,0.0119760479041916,0.1137724550898203,0.0119760479041916,0.0,0.0,0.0578842315369261,0.0,0.0319361277445109,0.0159680638722554,0.0,0.0439121756487025,0.0339321357285429,0.0239520958083832,0.0,0.0279441117764471,0.0159680638722554,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1
0.12821075740944016,0.0,0.2838709677419355,0.03729838709677413,0.36363636363636376,0.17333333333333334,0.07692307692307693,0.13953488372093023,0.07228915662650602,0.0,0.0,0.0,0.1015625,0.03571428571428571,0.23333333333333334,0.045454545454545456,0.2830188679245283,0.16129032258064516,0.26190476190476186,0.07407407407407407,0.0,0.0,0.0,4,0.0460992907801418,0.0141843971631205,0.0212765957446808,0.0354609929078014,0.0,0.0,0.0,0.0673758865248227,0.0035460992907801,0.0248226950354609,0.0035460992907801,0.1595744680851064,0.0177304964539007,0.1170212765957446,0.0070921985815602,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0
0.07530186608122941,0.3752860411899313,0.25161290322580643,0.19354838709677413,0.36363636363636376,0.49333333333333335,0.17307692307692307,0.37209302325581395,0.2409638554216868,0.7307692307692308,0.5588235294117647,0.0,0.1328125,0.03571428571428571,0.43333333333333335,0.045454545454545456,0.4591194968553459,0.5483870967741935,0.19047619047619047,0.1111111111111111,0.07692307692307693,0.03571428571428571,0.0,7,0.1293706293706293,0.0314685314685314,0.0559440559440559,0.0839160839160839,0.1328671328671328,0.1328671328671328,0.0,0.0804195804195804,0.0034965034965034,0.0454545454545454,0.0034965034965034,0.2552447552447552,0.0594405594405594,0.0839160839160839,0.0104895104895104,0.0209790209790209,0.0034965034965034,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1.0,0.5217391304347827,0.5290322580645161,0.6922883064516128,0.6363636363636365,0.3066666666666667,0.3076923076923077,0.13953488372093023,0.8313253012048193,0.0,0.0,0.0,0.2265625,0.10714285714285714,0.26666666666666666,0.13636363636363635,0.7421383647798743,0.3548387096774194,0.25396825396825395,0.4074074074074074,0.0,1.0,0.0,5,0.0626702997275204,0.0435967302452316,0.0163487738419618,0.1989100817438692,0.0,0.0,0.0,0.0953678474114441,0.0081743869209809,0.0217983651226158,0.0081743869209809,0.3215258855585831,0.0299727520435967,0.0871934604904632,0.0299727520435967,0.0,0.0762942779291553,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0
0.29901207464324914,0.2173913043478261,0.2,0.1713709677419355,0.36363636363636376,0.0,0.17307692307692307,0.2558139534883721,0.4578313253012049,0.0,0.0,0.0,0.171875,0.2857142857142857,0.36666666666666664,0.4545454545454546,0.5471698113207547,0.25806451612903225,0.1349206349206349,0.18518518518518517,0.1923076923076923,0.17857142857142855,0.08108108108108109,2,0.0,0.0318021201413427,0.03886925795053,0.1484098939929328,0.0,0.0,0.0,0.0989399293286219,0.0282685512367491,0.03886925795053,0.0353356890459364,0.3074204946996466,0.0282685512367491,0.0600706713780918,0.0176678445229682,0.0530035335689045,0.0176678445229682,0.0106007067137809,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
0.08979143798024147,0.09382151029748281,0.14193548387096772,0.05695564516129026,0.2272727272727273,0.6533333333333333,0.3076923076923077,0.2558139534883721,0.1566265060240964,0.3653846153846154,0.0,0.0,0.1015625,0.07142857142857142,0.0,0.045454545454545456,0.27044025157232704,0.03225806451612903,0.1349206349206349,0.14814814814814814,0.0,0.07142857142857142,0.0,7,0.1689655172413793,0.0551724137931034,0.0379310344827586,0.0586206896551724,0.0655172413793103,0.0,0.0,0.0655172413793103,0.0068965517241379,0.0,0.0034482758620689,0.1482758620689655,0.0034482758620689,0.0586206896551724,0.0137931034482758,0.0,0.0068965517241379,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
0.25642151481888037,0.1853546910755149,0.18709677419354837,0.13886088709677413,0.18181818181818188,0.0,0.25,0.0,0.3493975903614458,0.0,0.0,0.0,0.1875,0.10714285714285714,0.06666666666666667,0.0,0.679245283018868,0.22580645161290322,0.21428571428571427,0.1111111111111111,0.01282051282051282,0.10714285714285714,0.0,2,0.0,0.0492424242424242,0.0,0.125,0.0,0.0,0.0,0.1136363636363636,0.0113636363636363,0.0075757575757575,0.0,0.4090909090909091,0.0265151515151515,0.1022727272727272,0.0113636363636363,0.0037878787878787,0.0113636363636363,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0
0.10340285400658616,0.1807780320366133,0.16774193548387095,0.13356854838709675,0.2727272727272728,0.18666666666666668,0.11538461538461539,0.0,0.09638554216867472,0.0,0.0,0.0,0.15625,0.21428571428571427,0.43333333333333335,0.09090909090909091,0.5534591194968553,0.3870967741935484,0.30158730158730157,0.1111111111111111,0.0,0.25,0.02702702702702703,5,0.0534351145038167,0.0229007633587786,0.0,0.0458015267175572,0.0,0.0,0.0,0.099236641221374,0.0229007633587786,0.049618320610687,0.0076335877862595,0.3358778625954198,0.0458015267175572,0.1450381679389313,0.0114503816793893,0.0,0.0267175572519083,0.0038167938931297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1
