,n_lines,n_directions,n_words,n_speak_char,andy,angela,creed,darryl,david,dwight,erin,gabe,holly,jan,jim,karen,kelly,kevin,meredith,michael,nellie,oscar,pam,phyllis,n_lines n_directions,n_lines n_words,n_lines n_speak_char,n_lines andy,n_lines angela,n_lines creed,n_lines darryl,n_lines david,n_lines dwight,n_lines erin,n_lines gabe,n_lines holly,n_lines jan,n_lines jim,n_lines karen,n_lines kelly,n_lines kevin,n_lines meredith,n_lines michael,n_lines nellie,n_lines oscar,n_lines pam,n_lines phyllis,n_directions n_words,n_directions n_speak_char,n_directions andy,n_directions angela,n_directions creed,n_directions darryl,n_directions david,n_directions dwight,n_directions erin,n_directions gabe,n_directions holly,n_directions jan,n_directions jim,n_directions karen,n_directions kelly,n_directions kevin,n_directions meredith,n_directions michael,n_directions nellie,n_directions oscar,n_directions pam,n_directions phyllis,n_words n_speak_char,n_words andy,n_words angela,n_words creed,n_words darryl,n_words david,n_words dwight,n_words erin,n_words gabe,n_words holly,n_words jan,n_words jim,n_words karen,n_words kelly,n_words kevin,n_words meredith,n_words michael,n_words nellie,n_words oscar,n_words pam,n_words phyllis,n_speak_char andy,n_speak_char angela,n_speak_char creed,n_speak_char darryl,n_speak_char david,n_speak_char dwight,n_speak_char erin,n_speak_char gabe,n_speak_char holly,n_speak_char jan,n_speak_char jim,n_speak_char karen,n_speak_char kelly,n_speak_char kevin,n_speak_char meredith,n_speak_char michael,n_speak_char nellie,n_speak_char oscar,n_speak_char pam,n_speak_char phyllis,andy angela,andy creed,andy darryl,andy david,andy dwight,andy erin,andy gabe,andy holly,andy jan,andy jim,andy karen,andy kelly,andy kevin,andy meredith,andy michael,andy nellie,andy oscar,andy pam,andy phyllis,angela creed,angela darryl,angela david,angela dwight,angela erin,angela gabe,angela holly,angela jan,angela jim,angela karen,angela kelly,angela kevin,angela meredith,angela michael,angela nellie,angela oscar,angela pam,angela phyllis,creed darryl,creed david,creed dwight,creed erin,creed gabe,creed holly,creed jan,creed jim,creed karen,creed kelly,creed kevin,creed meredith,creed michael,creed nellie,creed oscar,creed pam,creed phyllis,darryl david,darryl dwight,darryl erin,darryl gabe,darryl holly,darryl jan,darryl jim,darryl karen,darryl kelly,darryl kevin,darryl meredith,darryl michael,darryl nellie,darryl oscar,darryl pam,darryl phyllis,david dwight,david erin,david gabe,david holly,david jan,david jim,david karen,david kelly,david kevin,david meredith,david michael,david nellie,david oscar,david pam,david phyllis,dwight erin,dwight gabe,dwight holly,dwight jan,dwight jim,dwight karen,dwight kelly,dwight kevin,dwight meredith,dwight michael,dwight nellie,dwight oscar,dwight pam,dwight phyllis,erin gabe,erin holly,erin jan,erin jim,erin karen,erin kelly,erin kevin,erin meredith,erin michael,erin nellie,erin oscar,erin pam,erin phyllis,gabe holly,gabe jan,gabe jim,gabe karen,gabe kelly,gabe kevin,gabe meredith,gabe michael,gabe nellie,gabe oscar,gabe pam,gabe phyllis,holly jan,holly jim,holly karen,holly kelly,holly kevin,holly meredith,holly michael,holly nellie,holly oscar,holly pam,holly phyllis,jan jim,jan karen,jan kelly,jan kevin,jan meredith,jan michael,jan nellie,jan oscar,jan pam,jan phyllis,jim karen,jim kelly,jim kevin,jim meredith,jim michael,jim nellie,jim oscar,jim pam,jim phyllis,karen kelly,karen kevin,karen meredith,karen michael,karen nellie,karen oscar,karen pam,karen phyllis,kelly kevin,kelly meredith,kelly michael,kelly nellie,kelly oscar,kelly pam,kelly phyllis,kevin meredith,kevin michael,kevin nellie,kevin oscar,kevin pam,kevin phyllis,meredith michael,meredith nellie,meredith oscar,meredith pam,meredith phyllis,michael nellie,michael oscar,michael pam,michael phyllis,nellie oscar,nellie pam,nellie phyllis,oscar pam,oscar phyllis,pam phyllis
10,73.0,24.0,23.0,24.0,37.0,9.0,13.0,38.0,17.0,6.0,16.0,3.0,1.0,0.0,0.0,1.0,1.0,38.0,0.0,21.0,0.0,1.0,0.0,0.0,1752.0,1679.0,1752.0,2701.0,657.0,949.0,2774.0,1241.0,438.0,1168.0,219.0,73.0,0.0,0.0,73.0,73.0,2774.0,0.0,1533.0,0.0,73.0,0.0,0.0,552.0,576.0,888.0,216.0,312.0,912.0,408.0,144.0,384.0,72.0,24.0,0.0,0.0,24.0,24.0,912.0,0.0,504.0,0.0,24.0,0.0,0.0,552.0,851.0,207.0,299.0,874.0,391.0,138.0,368.0,69.0,23.0,0.0,0.0,23.0,23.0,874.0,0.0,483.0,0.0,23.0,0.0,0.0,888.0,216.0,312.0,912.0,408.0,144.0,384.0,72.0,24.0,0.0,0.0,24.0,24.0,912.0,0.0,504.0,0.0,24.0,0.0,0.0,333.0,481.0,1406.0,629.0,222.0,592.0,111.0,37.0,0.0,0.0,37.0,37.0,1406.0,0.0,777.0,0.0,37.0,0.0,0.0,117.0,342.0,153.0,54.0,144.0,27.0,9.0,0.0,0.0,9.0,9.0,342.0,0.0,189.0,0.0,9.0,0.0,0.0,494.0,221.0,78.0,208.0,39.0,13.0,0.0,0.0,13.0,13.0,494.0,0.0,273.0,0.0,13.0,0.0,0.0,646.0,228.0,608.0,114.0,38.0,0.0,0.0,38.0,38.0,1444.0,0.0,798.0,0.0,38.0,0.0,0.0,102.0,272.0,51.0,17.0,0.0,0.0,17.0,17.0,646.0,0.0,357.0,0.0,17.0,0.0,0.0,96.0,18.0,6.0,0.0,0.0,6.0,6.0,228.0,0.0,126.0,0.0,6.0,0.0,0.0,48.0,16.0,0.0,0.0,16.0,16.0,608.0,0.0,336.0,0.0,16.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,114.0,0.0,63.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,38.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,0.0,21.0,0.0,1.0,0.0,0.0,38.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,798.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,57.0,29.0,17.0,0.0,52.0,16.0,6.0,22.0,0.0,6.0,12.0,0.0,8.0,0.0,14.0,8.0,0.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1653.0,969.0,0.0,2964.0,912.0,342.0,1254.0,0.0,342.0,684.0,0.0,456.0,0.0,798.0,456.0,0.0,513.0,0.0,0.0,171.0,171.0,0.0,493.0,0.0,1508.0,464.0,174.0,638.0,0.0,174.0,348.0,0.0,232.0,0.0,406.0,232.0,0.0,261.0,0.0,0.0,87.0,87.0,0.0,0.0,884.0,272.0,102.0,374.0,0.0,102.0,204.0,0.0,136.0,0.0,238.0,136.0,0.0,153.0,0.0,0.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,832.0,312.0,1144.0,0.0,312.0,624.0,0.0,416.0,0.0,728.0,416.0,0.0,468.0,0.0,0.0,156.0,156.0,0.0,96.0,352.0,0.0,96.0,192.0,0.0,128.0,0.0,224.0,128.0,0.0,144.0,0.0,0.0,48.0,48.0,0.0,132.0,0.0,36.0,72.0,0.0,48.0,0.0,84.0,48.0,0.0,54.0,0.0,0.0,18.0,18.0,0.0,0.0,132.0,264.0,0.0,176.0,0.0,308.0,176.0,0.0,198.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,48.0,0.0,84.0,48.0,0.0,54.0,0.0,0.0,18.0,18.0,0.0,0.0,96.0,0.0,168.0,96.0,0.0,108.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,64.0,0.0,72.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,126.0,0.0,0.0,42.0,42.0,0.0,0.0,72.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
12,108.0,33.0,30.0,27.0,0.0,13.0,2.0,0.0,7.0,1.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,3564.0,3240.0,2916.0,0.0,1404.0,216.0,0.0,756.0,108.0,0.0,324.0,324.0,0.0,0.0,324.0,0.0,0.0,0.0,0.0,0.0,1728.0,0.0,0.0,990.0,891.0,0.0,429.0,66.0,0.0,231.0,33.0,0.0,99.0,99.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,528.0,0.0,0.0,810.0,0.0,390.0,60.0,0.0,210.0,30.0,0.0,90.0,90.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,351.0,54.0,0.0,189.0,27.0,0.0,81.0,81.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,91.0,13.0,0.0,39.0,39.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,14.0,2.0,0.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,21.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,71.0,26.0,37.0,12.0,14.0,0.0,4.0,3.0,18.0,18.0,0.0,7.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,1846.0,2627.0,852.0,994.0,0.0,284.0,213.0,1278.0,1278.0,0.0,497.0,0.0,0.0,0.0,284.0,71.0,0.0,0.0,0.0,0.0,71.0,994.0,0.0,962.0,312.0,364.0,0.0,104.0,78.0,468.0,468.0,0.0,182.0,0.0,0.0,0.0,104.0,26.0,0.0,0.0,0.0,0.0,26.0,364.0,0.0,444.0,518.0,0.0,148.0,111.0,666.0,666.0,0.0,259.0,0.0,0.0,0.0,148.0,37.0,0.0,0.0,0.0,0.0,37.0,518.0,0.0,168.0,0.0,48.0,36.0,216.0,216.0,0.0,84.0,0.0,0.0,0.0,48.0,12.0,0.0,0.0,0.0,0.0,12.0,168.0,0.0,0.0,56.0,42.0,252.0,252.0,0.0,98.0,0.0,0.0,0.0,56.0,14.0,0.0,0.0,0.0,0.0,14.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,72.0,72.0,0.0,28.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,4.0,56.0,0.0,54.0,54.0,0.0,21.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,324.0,0.0,126.0,0.0,0.0,0.0,72.0,18.0,0.0,0.0,0.0,0.0,18.0,252.0,0.0,0.0,126.0,0.0,0.0,0.0,72.0,18.0,0.0,0.0,0.0,0.0,18.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,7.0,0.0,0.0,0.0,0.0,7.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,56.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
14,72.0,31.0,24.0,32.0,17.0,1.0,18.0,0.0,7.0,9.0,10.0,3.0,3.0,0.0,0.0,1.0,3.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,2232.0,1728.0,2304.0,1224.0,72.0,1296.0,0.0,504.0,648.0,720.0,216.0,216.0,0.0,0.0,72.0,216.0,3384.0,0.0,72.0,0.0,0.0,0.0,0.0,744.0,992.0,527.0,31.0,558.0,0.0,217.0,279.0,310.0,93.0,93.0,0.0,0.0,31.0,93.0,1457.0,0.0,31.0,0.0,0.0,0.0,0.0,768.0,408.0,24.0,432.0,0.0,168.0,216.0,240.0,72.0,72.0,0.0,0.0,24.0,72.0,1128.0,0.0,24.0,0.0,0.0,0.0,0.0,544.0,32.0,576.0,0.0,224.0,288.0,320.0,96.0,96.0,0.0,0.0,32.0,96.0,1504.0,0.0,32.0,0.0,0.0,0.0,0.0,17.0,306.0,0.0,119.0,153.0,170.0,51.0,51.0,0.0,0.0,17.0,51.0,799.0,0.0,17.0,0.0,0.0,0.0,0.0,18.0,0.0,7.0,9.0,10.0,3.0,3.0,0.0,0.0,1.0,3.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,126.0,162.0,180.0,54.0,54.0,0.0,0.0,18.0,54.0,846.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,70.0,21.0,21.0,0.0,0.0,7.0,21.0,329.0,0.0,7.0,0.0,0.0,0.0,0.0,90.0,27.0,27.0,0.0,0.0,9.0,27.0,423.0,0.0,9.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,10.0,30.0,470.0,0.0,10.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,9.0,141.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,141.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,141.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,74.0,34.0,33.0,31.0,35.0,17.0,7.0,16.0,20.0,5.0,10.0,6.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2516.0,2442.0,2294.0,2590.0,1258.0,518.0,1184.0,1480.0,370.0,740.0,444.0,296.0,0.0,0.0,74.0,74.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,1122.0,1054.0,1190.0,578.0,238.0,544.0,680.0,170.0,340.0,204.0,136.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,1023.0,1155.0,561.0,231.0,528.0,660.0,165.0,330.0,198.0,132.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,1085.0,527.0,217.0,496.0,620.0,155.0,310.0,186.0,124.0,0.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,595.0,245.0,560.0,700.0,175.0,350.0,210.0,140.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,119.0,272.0,340.0,85.0,170.0,102.0,68.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,112.0,140.0,35.0,70.0,42.0,28.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,320.0,80.0,160.0,96.0,64.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,100.0,200.0,120.0,80.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,50.0,30.0,20.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,60.0,40.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,24.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,56.0,6.0,19.0,23.0,14.0,10.0,6.0,0.0,0.0,7.0,0.0,2.0,15.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,336.0,1064.0,1288.0,784.0,560.0,336.0,0.0,0.0,392.0,0.0,112.0,840.0,112.0,0.0,56.0,112.0,0.0,0.0,0.0,0.0,56.0,0.0,784.0,114.0,138.0,84.0,60.0,36.0,0.0,0.0,42.0,0.0,12.0,90.0,12.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,84.0,437.0,266.0,190.0,114.0,0.0,0.0,133.0,0.0,38.0,285.0,38.0,0.0,19.0,38.0,0.0,0.0,0.0,0.0,19.0,0.0,266.0,322.0,230.0,138.0,0.0,0.0,161.0,0.0,46.0,345.0,46.0,0.0,23.0,46.0,0.0,0.0,0.0,0.0,23.0,0.0,322.0,140.0,84.0,0.0,0.0,98.0,0.0,28.0,210.0,28.0,0.0,14.0,28.0,0.0,0.0,0.0,0.0,14.0,0.0,196.0,60.0,0.0,0.0,70.0,0.0,20.0,150.0,20.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,140.0,0.0,0.0,42.0,0.0,12.0,90.0,12.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,105.0,14.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,7.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,30.0,0.0,15.0,30.0,0.0,0.0,0.0,0.0,15.0,0.0,210.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0
17,73.0,22.0,40.0,32.0,0.0,0.0,1.0,0.0,4.0,6.0,0.0,4.0,1.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1606.0,2920.0,2336.0,0.0,0.0,73.0,0.0,292.0,438.0,0.0,292.0,73.0,73.0,3358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,704.0,0.0,0.0,22.0,0.0,88.0,132.0,0.0,88.0,22.0,22.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.0,0.0,0.0,40.0,0.0,160.0,240.0,0.0,160.0,40.0,40.0,1840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,128.0,192.0,0.0,128.0,32.0,32.0,1472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,4.0,1.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,16.0,4.0,4.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,6.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,66.0,24.0,24.0,28.0,10.0,20.0,9.0,7.0,5.0,54.0,0.0,1.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,1584.0,1584.0,1848.0,660.0,1320.0,594.0,462.0,330.0,3564.0,0.0,66.0,330.0,0.0,0.0,462.0,0.0,0.0,0.0,528.0,0.0,198.0,0.0,0.0,576.0,672.0,240.0,480.0,216.0,168.0,120.0,1296.0,0.0,24.0,120.0,0.0,0.0,168.0,0.0,0.0,0.0,192.0,0.0,72.0,0.0,0.0,672.0,240.0,480.0,216.0,168.0,120.0,1296.0,0.0,24.0,120.0,0.0,0.0,168.0,0.0,0.0,0.0,192.0,0.0,72.0,0.0,0.0,280.0,560.0,252.0,196.0,140.0,1512.0,0.0,28.0,140.0,0.0,0.0,196.0,0.0,0.0,0.0,224.0,0.0,84.0,0.0,0.0,200.0,90.0,70.0,50.0,540.0,0.0,10.0,50.0,0.0,0.0,70.0,0.0,0.0,0.0,80.0,0.0,30.0,0.0,0.0,180.0,140.0,100.0,1080.0,0.0,20.0,100.0,0.0,0.0,140.0,0.0,0.0,0.0,160.0,0.0,60.0,0.0,0.0,63.0,45.0,486.0,0.0,9.0,45.0,0.0,0.0,63.0,0.0,0.0,0.0,72.0,0.0,27.0,0.0,0.0,35.0,378.0,0.0,7.0,35.0,0.0,0.0,49.0,0.0,0.0,0.0,56.0,0.0,21.0,0.0,0.0,270.0,0.0,5.0,25.0,0.0,0.0,35.0,0.0,0.0,0.0,40.0,0.0,15.0,0.0,0.0,0.0,54.0,270.0,0.0,0.0,378.0,0.0,0.0,0.0,432.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,40.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,63.0,32.0,10.0,22.0,0.0,2.0,21.0,1.0,9.0,4.0,0.0,3.0,0.0,0.0,13.0,2.0,0.0,27.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,630.0,1386.0,0.0,126.0,1323.0,63.0,567.0,252.0,0.0,189.0,0.0,0.0,819.0,126.0,0.0,1701.0,0.0,0.0,126.0,0.0,0.0,320.0,704.0,0.0,64.0,672.0,32.0,288.0,128.0,0.0,96.0,0.0,0.0,416.0,64.0,0.0,864.0,0.0,0.0,64.0,0.0,0.0,220.0,0.0,20.0,210.0,10.0,90.0,40.0,0.0,30.0,0.0,0.0,130.0,20.0,0.0,270.0,0.0,0.0,20.0,0.0,0.0,0.0,44.0,462.0,22.0,198.0,88.0,0.0,66.0,0.0,0.0,286.0,44.0,0.0,594.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,2.0,18.0,8.0,0.0,6.0,0.0,0.0,26.0,4.0,0.0,54.0,0.0,0.0,4.0,0.0,0.0,21.0,189.0,84.0,0.0,63.0,0.0,0.0,273.0,42.0,0.0,567.0,0.0,0.0,42.0,0.0,0.0,9.0,4.0,0.0,3.0,0.0,0.0,13.0,2.0,0.0,27.0,0.0,0.0,2.0,0.0,0.0,36.0,0.0,27.0,0.0,0.0,117.0,18.0,0.0,243.0,0.0,0.0,18.0,0.0,0.0,0.0,12.0,0.0,0.0,52.0,8.0,0.0,108.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,6.0,0.0,81.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,351.0,0.0,0.0,26.0,0.0,0.0,0.0,54.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
