,n_lines,n_directions,n_words,n_speak_char,andy,angela,creed,darryl,david,dwight,erin,gabe,holly,jan,jim,karen,kelly,kevin,meredith,michael,nellie,oscar,pam,phyllis,n_lines n_directions,n_lines n_words,n_lines n_speak_char,n_lines andy,n_lines angela,n_lines creed,n_lines darryl,n_lines david,n_lines dwight,n_lines erin,n_lines gabe,n_lines holly,n_lines jan,n_lines jim,n_lines karen,n_lines kelly,n_lines kevin,n_lines meredith,n_lines michael,n_lines nellie,n_lines oscar,n_lines pam,n_lines phyllis,n_directions n_words,n_directions n_speak_char,n_directions andy,n_directions angela,n_directions creed,n_directions darryl,n_directions david,n_directions dwight,n_directions erin,n_directions gabe,n_directions holly,n_directions jan,n_directions jim,n_directions karen,n_directions kelly,n_directions kevin,n_directions meredith,n_directions michael,n_directions nellie,n_directions oscar,n_directions pam,n_directions phyllis,n_words n_speak_char,n_words andy,n_words angela,n_words creed,n_words darryl,n_words david,n_words dwight,n_words erin,n_words gabe,n_words holly,n_words jan,n_words jim,n_words karen,n_words kelly,n_words kevin,n_words meredith,n_words michael,n_words nellie,n_words oscar,n_words pam,n_words phyllis,n_speak_char andy,n_speak_char angela,n_speak_char creed,n_speak_char darryl,n_speak_char david,n_speak_char dwight,n_speak_char erin,n_speak_char gabe,n_speak_char holly,n_speak_char jan,n_speak_char jim,n_speak_char karen,n_speak_char kelly,n_speak_char kevin,n_speak_char meredith,n_speak_char michael,n_speak_char nellie,n_speak_char oscar,n_speak_char pam,n_speak_char phyllis,andy angela,andy creed,andy darryl,andy david,andy dwight,andy erin,andy gabe,andy holly,andy jan,andy jim,andy karen,andy kelly,andy kevin,andy meredith,andy michael,andy nellie,andy oscar,andy pam,andy phyllis,angela creed,angela darryl,angela david,angela dwight,angela erin,angela gabe,angela holly,angela jan,angela jim,angela karen,angela kelly,angela kevin,angela meredith,angela michael,angela nellie,angela oscar,angela pam,angela phyllis,creed darryl,creed david,creed dwight,creed erin,creed gabe,creed holly,creed jan,creed jim,creed karen,creed kelly,creed kevin,creed meredith,creed michael,creed nellie,creed oscar,creed pam,creed phyllis,darryl david,darryl dwight,darryl erin,darryl gabe,darryl holly,darryl jan,darryl jim,darryl karen,darryl kelly,darryl kevin,darryl meredith,darryl michael,darryl nellie,darryl oscar,darryl pam,darryl phyllis,david dwight,david erin,david gabe,david holly,david jan,david jim,david karen,david kelly,david kevin,david meredith,david michael,david nellie,david oscar,david pam,david phyllis,dwight erin,dwight gabe,dwight holly,dwight jan,dwight jim,dwight karen,dwight kelly,dwight kevin,dwight meredith,dwight michael,dwight nellie,dwight oscar,dwight pam,dwight phyllis,erin gabe,erin holly,erin jan,erin jim,erin karen,erin kelly,erin kevin,erin meredith,erin michael,erin nellie,erin oscar,erin pam,erin phyllis,gabe holly,gabe jan,gabe jim,gabe karen,gabe kelly,gabe kevin,gabe meredith,gabe michael,gabe nellie,gabe oscar,gabe pam,gabe phyllis,holly jan,holly jim,holly karen,holly kelly,holly kevin,holly meredith,holly michael,holly nellie,holly oscar,holly pam,holly phyllis,jan jim,jan karen,jan kelly,jan kevin,jan meredith,jan michael,jan nellie,jan oscar,jan pam,jan phyllis,jim karen,jim kelly,jim kevin,jim meredith,jim michael,jim nellie,jim oscar,jim pam,jim phyllis,karen kelly,karen kevin,karen meredith,karen michael,karen nellie,karen oscar,karen pam,karen phyllis,kelly kevin,kelly meredith,kelly michael,kelly nellie,kelly oscar,kelly pam,kelly phyllis,kevin meredith,kevin michael,kevin nellie,kevin oscar,kevin pam,kevin phyllis,meredith michael,meredith nellie,meredith oscar,meredith pam,meredith phyllis,michael nellie,michael oscar,michael pam,michael phyllis,nellie oscar,nellie pam,nellie phyllis,oscar pam,oscar phyllis,pam phyllis
20,104.0,21.0,30.0,14.0,4.0,8.0,5.0,0.0,1.0,0.0,0.0,3.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2184.0,3120.0,1456.0,416.0,832.0,520.0,0.0,104.0,0.0,0.0,312.0,728.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,1872.0,0.0,630.0,294.0,84.0,168.0,105.0,0.0,21.0,0.0,0.0,63.0,147.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,0.0,420.0,120.0,240.0,150.0,0.0,30.0,0.0,0.0,90.0,210.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,56.0,112.0,70.0,0.0,14.0,0.0,0.0,42.0,98.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,32.0,20.0,0.0,4.0,0.0,0.0,12.0,28.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,40.0,0.0,8.0,0.0,0.0,24.0,56.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,5.0,0.0,0.0,15.0,35.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,20.0,40.0,24.0,9.0,4.0,13.0,3.0,2.0,15.0,8.0,4.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,480.0,180.0,80.0,260.0,60.0,40.0,300.0,160.0,80.0,300.0,20.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,960.0,360.0,160.0,520.0,120.0,80.0,600.0,320.0,160.0,600.0,40.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,216.0,96.0,312.0,72.0,48.0,360.0,192.0,96.0,360.0,24.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,36.0,117.0,27.0,18.0,135.0,72.0,36.0,135.0,9.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,52.0,12.0,8.0,60.0,32.0,16.0,60.0,4.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,39.0,26.0,195.0,104.0,52.0,195.0,13.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,6.0,45.0,24.0,12.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,30.0,16.0,8.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,120.0,60.0,225.0,15.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,32.0,120.0,8.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,60.0,4.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,78.0,17.0,35.0,65.0,16.0,3.0,10.0,0.0,1.0,11.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1326.0,2730.0,5070.0,1248.0,234.0,780.0,0.0,78.0,858.0,0.0,156.0,78.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,595.0,1105.0,272.0,51.0,170.0,0.0,17.0,187.0,0.0,34.0,17.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,2275.0,560.0,105.0,350.0,0.0,35.0,385.0,0.0,70.0,35.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,1040.0,195.0,650.0,0.0,65.0,715.0,0.0,130.0,65.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,48.0,160.0,0.0,16.0,176.0,0.0,32.0,16.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,30.0,0.0,3.0,33.0,0.0,6.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,110.0,0.0,20.0,10.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,11.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,23.0,40.0,0.0,75.0,2.0,9.0,37.0,9.0,6.0,10.0,7.0,10.0,6.0,0.0,5.0,14.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0,0.0,1725.0,46.0,207.0,851.0,207.0,138.0,230.0,161.0,230.0,138.0,0.0,115.0,322.0,0.0,0.0,0.0,437.0,46.0,0.0,0.0,0.0,3000.0,80.0,360.0,1480.0,360.0,240.0,400.0,280.0,400.0,240.0,0.0,200.0,560.0,0.0,0.0,0.0,760.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,675.0,2775.0,675.0,450.0,750.0,525.0,750.0,450.0,0.0,375.0,1050.0,0.0,0.0,0.0,1425.0,150.0,0.0,0.0,18.0,74.0,18.0,12.0,20.0,14.0,20.0,12.0,0.0,10.0,28.0,0.0,0.0,0.0,38.0,4.0,0.0,0.0,333.0,81.0,54.0,90.0,63.0,90.0,54.0,0.0,45.0,126.0,0.0,0.0,0.0,171.0,18.0,0.0,0.0,333.0,222.0,370.0,259.0,370.0,222.0,0.0,185.0,518.0,0.0,0.0,0.0,703.0,74.0,0.0,0.0,54.0,90.0,63.0,90.0,54.0,0.0,45.0,126.0,0.0,0.0,0.0,171.0,18.0,0.0,0.0,60.0,42.0,60.0,36.0,0.0,30.0,84.0,0.0,0.0,0.0,114.0,12.0,0.0,0.0,70.0,100.0,60.0,0.0,50.0,140.0,0.0,0.0,0.0,190.0,20.0,0.0,0.0,70.0,42.0,0.0,35.0,98.0,0.0,0.0,0.0,133.0,14.0,0.0,0.0,60.0,0.0,50.0,140.0,0.0,0.0,0.0,190.0,20.0,0.0,0.0,0.0,30.0,84.0,0.0,0.0,0.0,114.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,95.0,10.0,0.0,0.0,0.0,0.0,0.0,266.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0
24,54.0,4.0,31.0,16.0,17.0,10.0,13.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,216.0,1674.0,864.0,918.0,540.0,702.0,0.0,0.0,162.0,0.0,54.0,0.0,216.0,378.0,108.0,54.0,0.0,0.0,0.0,0.0,108.0,0.0,540.0,124.0,64.0,68.0,40.0,52.0,0.0,0.0,12.0,0.0,4.0,0.0,16.0,28.0,8.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,40.0,496.0,527.0,310.0,403.0,0.0,0.0,93.0,0.0,31.0,0.0,124.0,217.0,62.0,31.0,0.0,0.0,0.0,0.0,62.0,0.0,310.0,272.0,160.0,208.0,0.0,0.0,48.0,0.0,16.0,0.0,64.0,112.0,32.0,16.0,0.0,0.0,0.0,0.0,32.0,0.0,160.0,170.0,221.0,0.0,0.0,51.0,0.0,17.0,0.0,68.0,119.0,34.0,17.0,0.0,0.0,0.0,0.0,34.0,0.0,170.0,130.0,0.0,0.0,30.0,0.0,10.0,0.0,40.0,70.0,20.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,100.0,0.0,0.0,39.0,0.0,13.0,0.0,52.0,91.0,26.0,13.0,0.0,0.0,0.0,0.0,26.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,21.0,6.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,8.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,40.0,14.0,7.0,0.0,0.0,0.0,0.0,14.0,0.0,70.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
25,85.0,14.0,49.0,39.0,37.0,10.0,10.0,17.0,11.0,1.0,7.0,9.0,2.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1190.0,4165.0,3315.0,3145.0,850.0,850.0,1445.0,935.0,85.0,595.0,765.0,170.0,0.0,0.0,255.0,680.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,686.0,546.0,518.0,140.0,140.0,238.0,154.0,14.0,98.0,126.0,28.0,0.0,0.0,42.0,112.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,1911.0,1813.0,490.0,490.0,833.0,539.0,49.0,343.0,441.0,98.0,0.0,0.0,147.0,392.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,1443.0,390.0,390.0,663.0,429.0,39.0,273.0,351.0,78.0,0.0,0.0,117.0,312.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,370.0,370.0,629.0,407.0,37.0,259.0,333.0,74.0,0.0,0.0,111.0,296.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,100.0,170.0,110.0,10.0,70.0,90.0,20.0,0.0,0.0,30.0,80.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,170.0,110.0,10.0,70.0,90.0,20.0,0.0,0.0,30.0,80.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,187.0,17.0,119.0,153.0,34.0,0.0,0.0,51.0,136.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,11.0,77.0,99.0,22.0,0.0,0.0,33.0,88.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,7.0,9.0,2.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,63.0,14.0,0.0,0.0,21.0,56.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,18.0,0.0,0.0,27.0,72.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,21.0,38.0,17.0,33.0,1.0,8.0,32.0,1.0,1.0,7.0,4.0,1.0,3.0,0.0,1.0,2.0,0.0,42.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.0,357.0,693.0,21.0,168.0,672.0,21.0,21.0,147.0,84.0,21.0,63.0,0.0,21.0,42.0,0.0,882.0,0.0,504.0,21.0,0.0,0.0,646.0,1254.0,38.0,304.0,1216.0,38.0,38.0,266.0,152.0,38.0,114.0,0.0,38.0,76.0,0.0,1596.0,0.0,912.0,38.0,0.0,0.0,561.0,17.0,136.0,544.0,17.0,17.0,119.0,68.0,17.0,51.0,0.0,17.0,34.0,0.0,714.0,0.0,408.0,17.0,0.0,0.0,33.0,264.0,1056.0,33.0,33.0,231.0,132.0,33.0,99.0,0.0,33.0,66.0,0.0,1386.0,0.0,792.0,33.0,0.0,0.0,8.0,32.0,1.0,1.0,7.0,4.0,1.0,3.0,0.0,1.0,2.0,0.0,42.0,0.0,24.0,1.0,0.0,0.0,256.0,8.0,8.0,56.0,32.0,8.0,24.0,0.0,8.0,16.0,0.0,336.0,0.0,192.0,8.0,0.0,0.0,32.0,32.0,224.0,128.0,32.0,96.0,0.0,32.0,64.0,0.0,1344.0,0.0,768.0,32.0,0.0,0.0,1.0,7.0,4.0,1.0,3.0,0.0,1.0,2.0,0.0,42.0,0.0,24.0,1.0,0.0,0.0,7.0,4.0,1.0,3.0,0.0,1.0,2.0,0.0,42.0,0.0,24.0,1.0,0.0,0.0,28.0,7.0,21.0,0.0,7.0,14.0,0.0,294.0,0.0,168.0,7.0,0.0,0.0,4.0,12.0,0.0,4.0,8.0,0.0,168.0,0.0,96.0,4.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,42.0,0.0,24.0,1.0,0.0,0.0,0.0,3.0,6.0,0.0,126.0,0.0,72.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,42.0,0.0,24.0,1.0,0.0,0.0,0.0,84.0,0.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
27,88.0,41.0,4.0,8.0,40.0,2.0,10.0,4.0,7.0,1.0,8.0,5.0,5.0,0.0,16.0,4.0,7.0,16.0,0.0,3.0,0.0,2.0,0.0,0.0,3608.0,352.0,704.0,3520.0,176.0,880.0,352.0,616.0,88.0,704.0,440.0,440.0,0.0,1408.0,352.0,616.0,1408.0,0.0,264.0,0.0,176.0,0.0,0.0,164.0,328.0,1640.0,82.0,410.0,164.0,287.0,41.0,328.0,205.0,205.0,0.0,656.0,164.0,287.0,656.0,0.0,123.0,0.0,82.0,0.0,0.0,32.0,160.0,8.0,40.0,16.0,28.0,4.0,32.0,20.0,20.0,0.0,64.0,16.0,28.0,64.0,0.0,12.0,0.0,8.0,0.0,0.0,320.0,16.0,80.0,32.0,56.0,8.0,64.0,40.0,40.0,0.0,128.0,32.0,56.0,128.0,0.0,24.0,0.0,16.0,0.0,0.0,80.0,400.0,160.0,280.0,40.0,320.0,200.0,200.0,0.0,640.0,160.0,280.0,640.0,0.0,120.0,0.0,80.0,0.0,0.0,20.0,8.0,14.0,2.0,16.0,10.0,10.0,0.0,32.0,8.0,14.0,32.0,0.0,6.0,0.0,4.0,0.0,0.0,40.0,70.0,10.0,80.0,50.0,50.0,0.0,160.0,40.0,70.0,160.0,0.0,30.0,0.0,20.0,0.0,0.0,28.0,4.0,32.0,20.0,20.0,0.0,64.0,16.0,28.0,64.0,0.0,12.0,0.0,8.0,0.0,0.0,7.0,56.0,35.0,35.0,0.0,112.0,28.0,49.0,112.0,0.0,21.0,0.0,14.0,0.0,0.0,8.0,5.0,5.0,0.0,16.0,4.0,7.0,16.0,0.0,3.0,0.0,2.0,0.0,0.0,40.0,40.0,0.0,128.0,32.0,56.0,128.0,0.0,24.0,0.0,16.0,0.0,0.0,25.0,0.0,80.0,20.0,35.0,80.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,80.0,20.0,35.0,80.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,112.0,256.0,0.0,48.0,0.0,32.0,0.0,0.0,28.0,64.0,0.0,12.0,0.0,8.0,0.0,0.0,112.0,0.0,21.0,0.0,14.0,0.0,0.0,0.0,48.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,87.0,45.0,24.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3915.0,2088.0,0.0,87.0,87.0,174.0,174.0,0.0,174.0,0.0,0.0,0.0,0.0,174.0,435.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,1080.0,0.0,45.0,45.0,90.0,90.0,0.0,90.0,0.0,0.0,0.0,0.0,90.0,225.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,48.0,48.0,0.0,48.0,0.0,0.0,0.0,0.0,48.0,120.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,63.0,85.0,104.0,30.0,26.0,6.0,2.0,0.0,0.0,6.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5355.0,6552.0,1890.0,1638.0,378.0,126.0,0.0,0.0,378.0,63.0,0.0,1449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8840.0,2550.0,2210.0,510.0,170.0,0.0,0.0,510.0,85.0,0.0,1955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3120.0,2704.0,624.0,208.0,0.0,0.0,624.0,104.0,0.0,2392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0,180.0,60.0,0.0,0.0,180.0,30.0,0.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,52.0,0.0,0.0,156.0,26.0,0.0,598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,36.0,6.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
