n_lines,n_directions,n_words,n_speak_char,andy,angela,creed,darryl,david,dwight,erin,gabe,holly,jan,jim,karen,kelly,kevin,meredith,michael,nellie,oscar,pam,phyllis,robert,ryan,stanley,toby,andy_perc,angela_perc,creed_perc,darryl_perc,david_perc,dwight_perc,erin_perc,gabe_perc,holly_perc,jan_perc,jim_perc,karen_perc,kelly_perc,kevin_perc,meredith_perc,michael_perc,nellie_perc,oscar_perc,pam_perc,phyllis_perc,robert_perc,ryan_perc,stanley_perc,toby_perc,Warren_Lieberstein_dummy_writer,Owen_Ellickson_dummy_writer,Carrie_Kemper_dummy_writer,Lee_Eisenberg_dummy_writer,Gene_Stupnitsky_dummy_writer,Mindy_Kaling_dummy_writer,B.J._Novak_dummy_writer,Brent_Forrester_dummy_writer,Jennifer_Celotta_dummy_writer,Paul_Lieberstein_dummy_writer,Daniel_Chun_dummy_writer,Michael_Schur_dummy_writer,Halsted_Sullivan_dummy_writer,Greg_Daniels_dummy_writer,Justin_Spitzer_dummy_writer,Aaron_Shure_dummy_writer,Steve_Hely_dummy_writer,Charlie_Grandy_dummy_writer,Allison_Silverman_dummy_writer,Robert_Padnick_dummy_writer,low_appearance_writer,Troy_Miller_dummy_director,Charles_McDougall_dummy_director,David_Rogers_dummy_director,Rainn_Wilson_dummy_director,Randall_Einhorn_dummy_director,Tucker_Gates_dummy_director,B.J._Novak_dummy_director,Brent_Forrester_dummy_director,Harold_Ramis_dummy_director,Paul_Feig_dummy_director,Jennifer_Celotta_dummy_director,Paul_Lieberstein_dummy_director,John_Krasinski_dummy_director,Ken_Whittingham_dummy_director,Greg_Daniels_dummy_director,Ken_Kwapis_dummy_director,Steve_Carell_dummy_director,Jeffrey_Blitz_dummy_director,Matt_Sohn_dummy_director,low_appearance_directors,multi_part
0.9014989293361885,0.5496183206106869,0.9156281920326863,0.5,0.39759036144578314,0.23076923076923078,0.0,0.0,0.0,0.9638554216867471,0.19230769230769232,0.0,0.0,0.0,0.6153846153846154,0.0,0.10714285714285714,0.967741935483871,0.2727272727272727,0.9280575539568345,0.0,0.3103448275862069,0.8641975308641975,0.12,0.0,3.0,7.0,4.0,0.1235955056179775,0.0449438202247191,0.0,0.0,0.0,0.3146067415730337,0.0374531835205992,0.0,0.0,0.0,0.2097378277153558,0.0,0.0112359550561797,0.1123595505617977,0.0224719101123595,0.4831460674157303,0.0,0.0337078651685393,0.2621722846441947,0.0112359550561797,0.0,0.0112359550561797,0.0262172284644194,0.0149812734082397,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.16059957173447537,0.12213740458015265,0.3092951991828396,0.09523809523809523,0.0,0.07692307692307693,0.25,0.0,0.0,0.5421686746987951,0.0,0.0,0.0,0.0,0.38461538461538464,0.0,0.17857142857142855,0.12903225806451613,0.0,0.37410071942446044,0.0,0.10344827586206896,0.2345679012345679,0.16,0.0,7.0,5.0,4.0,0.0,0.0145454545454545,0.0145454545454545,0.0,0.0,0.1781818181818182,0.0,0.0,0.0,0.0,0.1272727272727272,0.0,0.0181818181818181,0.0145454545454545,0.0,0.1890909090909091,0.0,0.0109090909090909,0.069090909090909,0.0145454545454545,0.0,0.0254545454545454,0.0181818181818181,0.0145454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2312633832976445,0.15267175572519082,0.3597548518896833,0.2142857142857143,0.49397590361445787,0.07692307692307693,0.0625,0.2857142857142857,0.11111111111111112,0.1325301204819277,0.13461538461538464,0.0,0.0,0.0,0.26373626373626374,0.0,0.0,0.5806451612903225,0.09090909090909091,0.0,0.40476190476190477,0.5517241379310345,0.2716049382716049,0.04,13.0,17.0,1.0,0.0,0.1673469387755102,0.0163265306122449,0.0040816326530612,0.0571428571428571,0.0204081632653061,0.0612244897959183,0.0285714285714285,0.0,0.0,0.0,0.0979591836734693,0.0,0.0,0.073469387755102,0.0081632653061224,0.0,0.0693877551020408,0.0653061224489796,0.0897959183673469,0.0040816326530612,0.0530612244897959,0.0693877551020408,0.0040816326530612,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.5190839694656488,1.0,0.33333333333333337,0.3373493975903615,0.5,0.25,0.4693877551020408,0.0,0.4096385542168675,0.34615384615384615,0.24,0.9090909090909091,0.0,0.5494505494505495,0.0,0.5,0.4838709677419355,0.4545454545454546,0.9352517985611511,0.0,0.41379310344827586,0.8518518518518519,0.52,5.0,11.0,5.0,25.0,0.1222707423580786,0.1135371179039301,0.0174672489082969,0.1004366812227074,0.0,0.1659388646288209,0.0786026200873362,0.0262008733624454,0.2183406113537118,0.0,0.2183406113537118,0.0,0.0611353711790393,0.0655021834061135,0.0436681222707423,0.5676855895196506,0.0,0.0524017467248908,0.3013100436681222,0.056768558951965,0.0218340611353711,0.0480349344978165,0.0218340611353711,0.1091703056768559,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.29764453961456105,0.2824427480916031,0.32768130745658836,0.09523809523809523,0.1566265060240964,0.25,0.125,0.18367346938775508,0.0,0.3734939759036145,0.0,0.0,0.18181818181818182,0.5205479452054794,0.2967032967032967,0.0,0.07142857142857142,0.12903225806451613,0.045454545454545456,0.5683453237410072,0.0,0.10344827586206896,0.30864197530864196,0.28,0.0,0.0,2.0,0.0,0.05078125,0.05078125,0.0078125,0.03515625,0.0,0.13671875,0.0,0.0,0.0390625,0.1484375,0.10546875,0.0,0.0078125,0.015625,0.00390625,0.30859375,0.0,0.01171875,0.09765625,0.02734375,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19700214132762317,0.0,0.29336057201225746,0.09523809523809523,0.0,0.019230769230769232,0.0,0.061224489795918366,0.0,0.2168674698795181,0.0,0.0,0.0,0.0,0.3186813186813187,0.0,0.14285714285714285,0.0,0.13636363636363635,0.539568345323741,0.0,0.034482758620689655,0.20987654320987653,0.16,0.0,2.0,8.0,0.0,0.0,0.0035587188612099,0.0,0.0106761565836298,0.0,0.0782918149466192,0.0,0.0,0.0,0.0,0.1032028469750889,0.0,0.0142348754448398,0.0,0.0106761565836298,0.2669039145907473,0.0,0.0035587188612099,0.0604982206405693,0.0142348754448398,0.0,0.0071174377224199,0.0284697508896797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.2633832976445396,0.26717557251908397,0.2751787538304392,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.2168674698795181,0.0,0.0,0.0,0.6301369863013698,0.4395604395604396,0.0,0.03571428571428571,0.03225806451612903,0.0,0.525179856115108,0.0,0.13793103448275862,0.3950617283950617,0.16,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1032863849765258,0.0,0.0,0.0,0.215962441314554,0.1877934272300469,0.0,0.0046948356807511,0.0046948356807511,0.0,0.3427230046948357,0.0,0.0187793427230046,0.1502347417840375,0.0187793427230046,0.0,0.028169014084507,0.0,0.0046948356807511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1905781584582441,0.38167938931297707,0.3231869254341165,0.19047619047619047,0.16867469879518074,0.019230769230769232,0.1875,0.0,0.0,0.1566265060240964,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.6451612903225806,0.0,0.5179856115107914,0.0,0.06896551724137931,0.43209876543209874,0.36,0.0,0.0,1.0,0.0,0.0498220640569395,0.0035587188612099,0.0106761565836298,0.0,0.0,0.0604982206405693,0.0,0.0,0.0,0.0,0.0747330960854092,0.0,0.0,0.0711743772241993,0.0,0.2562277580071174,0.0,0.0071174377224199,0.1245551601423487,0.0320284697508896,0.0,0.0,0.0035587188612099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.8051391862955032,0.6106870229007633,0.8543411644535239,0.2857142857142857,0.3493975903614458,0.5,0.3125,0.2040816326530612,0.0,0.5421686746987951,0.0,0.0,1.0,0.0684931506849315,0.6923076923076924,0.0,0.42857142857142855,0.45161290322580644,0.18181818181818182,0.827338129496403,0.0,0.6206896551724138,0.4444444444444444,0.64,0.0,20.0,8.0,1.0,0.0571992110453648,0.0512820512820512,0.009861932938856,0.019723865877712,0.0,0.0966469428007889,0.0,0.0,0.1084812623274161,0.009861932938856,0.1242603550295858,0.0,0.0236686390532544,0.0276134122287968,0.0078895463510848,0.2268244575936883,0.0,0.0355029585798816,0.0710059171597633,0.0315581854043392,0.0,0.039447731755424,0.0157790927021696,0.0019723865877712,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.32119914346895073,0.1679389312977099,0.30766087844739526,0.047619047619047616,0.0,0.11538461538461539,0.0,0.0,0.0,0.6144578313253012,0.0,0.0,0.0,0.0,0.6043956043956045,0.0,0.0,0.29032258064516125,0.045454545454545456,0.5971223021582734,0.0,0.3448275862068966,0.4074074074074074,0.08,0.0,5.0,3.0,0.0,0.0,0.0303030303030303,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0454545454545454,0.005050505050505,0.4191919191919191,0.0,0.0505050505050505,0.1666666666666666,0.0101010101010101,0.0,0.0252525252525252,0.0151515151515151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
