,season,total_votes,n_lines,n_directions,n_words,n_speak_char,andy,angela,darryl,dwight,erin,holly,jan,jim,kelly,kevin,meredith,michael,oscar,pam,phyllis,ryan,stanley,toby,andy_perc,angela_perc,darryl_perc,dwight_perc,erin_perc,holly_perc,jan_perc,jim_perc,kelly_perc,kevin_perc,meredith_perc,michael_perc,oscar_perc,pam_perc,phyllis_perc,ryan_perc,stanley_perc,toby_perc,multi_part,Alex Hardcastle_dummy,Amy Heckerling_dummy,Asaad Kelada_dummy,B.J. Novak_dummy,Brent Forrester_dummy,Brian Baumgartner_dummy,Bryan Cranston_dummy,Bryan Gordon_dummy,Charles McDougal_dummy,Charles McDougall_dummy,Charlie Grandy_dummy,Claire Scanlon_dummy,Claire Scanlong_dummy,Craig Zisk_dummy,Daniel Chun_dummy,Danny Leiner_dummy,David Rogers_dummy,Dean Holland_dummy,Dennie Gordon_dummy,Ed Helms_dummy,Eric Appel_dummy,Gene Stupnitsky_dummy,Greg Daneils_dummy,Greg Daniels_dummy,Harold Ramis_dummy,J.J. Abrams_dummy,Jason Reitman_dummy,Jeffrey Blitz_dummy,Jennifer Celotta_dummy,Jesse Peretz_dummy,John Krasinski_dummy,John Scott_dummy,Jon Favreau_dummy,Joss Whedon_dummy,Julian Farino_dummy,Kelly Cantley-Kashima_dummy,Ken Kwapis_dummy,Ken Whittingham_dummy,Ken Wittingham_dummy,Lee Eisenberg_dummy,Lee Kirk_dummy,Marc Webb_dummy,Matt Sohn_dummy,Michael Spiller_dummy,Miguel Arteta_dummy,Mindy Kaling_dummy,Paul Feig_dummy,Paul Lieberstein_dummy,Paul Lieerstein_dummy,Rainn Wilson_dummy,Randall Einhorn_dummy,Reginald Hudlin_dummy,Rodman Flender_dummy,Roger Nygard_dummy,Seth Gordon_dummy,Stephen Merchant_dummy,Steve Carell_dummy,Troy Miller_dummy,Tucker Gates_dummy,Victor Nelli Jr._dummy,Aaron Shure_dummy,Allison Silverman_dummy,Amelie Gillette_dummy,Anthony Q. Farrell_dummy,B.J. Novak_dummy,Brent Forrester_dummy,Caroline Williams_dummy,Carrie Kemper_dummy,Charlie Grandy_dummy,Dan Greaney_dummy,Dan Sterling_dummy,Daniel Chun_dummy,Gabe Miller_dummy,Gene Stupnitsky_dummy,Graham Wagner_dummy,Greg Daniels_dummy,Halsted Sullivan_dummy,Jason Kessler_dummy,Jennifer Celotta_dummy,Jon Vitti_dummy,Jonathan Green_dummy,Jonathan Huges_dummy,Justin Spitzer_dummy,Larry Willmore_dummy,Lee Eisenberg_dummy,Lester Lewis_dummy,Michael Schur_dummy,Mindy Kaling_dummy,Nicki Schwartz-Wright_dummy,Owen Ellickson_dummy,Paul Lieberstein_dummy,Peter Ocko_dummy,Ricky Gervais_dummy,Robert Padnick_dummy,Ryan Koh_dummy,Stephen Merchant_dummy,Steve Carell_dummy,Steve Hely_dummy,Tim McAuliffe_dummy,Warren Lieberstein_dummy,Andy_dummy,Angela_dummy,Creed_dummy,Darryl_dummy,Dwight_dummy,Erin_dummy,Jim_dummy,Kelly_dummy,Kevin_dummy,Meredith_dummy,Michael_dummy,Oscar_dummy,Pam_dummy,Phyllis_dummy,Ryan_dummy,Stanley_dummy,Toby_dummy
116,7,1684,268,19,2976,20,13.0,4.0,4.0,48.0,4.0,0.0,0.0,34.0,6.0,0.0,0.0,31.0,7.0,39.0,3.0,3.0,3.0,35.0,0.021739130434782608,0.006688963210702341,0.006688963210702341,0.0802675585284281,0.006688963210702341,0.0,0.0,0.056856187290969896,0.010033444816053512,0.0,0.0,0.051839464882943144,0.011705685618729096,0.06521739130434782,0.005016722408026756,0.005016722408026756,0.005016722408026756,0.05852842809364549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
72,5,2089,298,41,2876,20,6.0,2.0,0.0,38.0,0.0,0.0,0.0,31.0,10.0,2.0,2.0,90.0,3.0,26.0,3.0,18.0,0.0,29.0,0.02197802197802198,0.007326007326007326,0.0,0.1391941391941392,0.0,0.0,0.0,0.11355311355311355,0.03663003663003663,0.007326007326007326,0.007326007326007326,0.32967032967032966,0.01098901098901099,0.09523809523809523,0.01098901098901099,0.06593406593406594,0.0,0.10622710622710622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1
49,3,2783,281,55,3469,18,18.0,8.0,0.0,38.0,0.0,0.0,0.0,22.0,9.0,5.0,2.0,105.0,5.0,23.0,1.0,3.0,12.0,4.0,0.1,0.044444444444444446,0.0,0.2111111111111111,0.0,0.0,0.0,0.12222222222222222,0.05,0.027777777777777776,0.011111111111111112,0.5833333333333334,0.027777777777777776,0.12777777777777777,0.005555555555555556,0.016666666666666666,0.06666666666666667,0.022222222222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
20,2,2323,281,20,3063,21,0.0,5.0,27.0,12.0,0.0,0.0,55.0,22.0,9.0,4.0,5.0,76.0,0.0,26.0,9.0,2.0,1.0,0.0,0.0,0.01968503937007874,0.1062992125984252,0.047244094488188976,0.0,0.0,0.21653543307086615,0.08661417322834646,0.03543307086614173,0.015748031496062992,0.01968503937007874,0.2992125984251969,0.0,0.10236220472440945,0.03543307086614173,0.007874015748031496,0.003937007874015748,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0
35,3,2376,474,52,3984,21,41.0,4.0,0.0,73.0,0.0,0.0,6.0,66.0,6.0,7.0,2.0,125.0,0.0,36.0,8.0,9.0,4.0,16.0,0.14590747330960854,0.014234875444839857,0.0,0.2597864768683274,0.0,0.0,0.021352313167259787,0.23487544483985764,0.021352313167259787,0.02491103202846975,0.0071174377224199285,0.44483985765124556,0.0,0.12811387900355872,0.028469750889679714,0.03202846975088968,0.014234875444839857,0.05693950177935943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1
70,5,2018,367,78,3214,15,26.0,6.0,1.0,85.0,0.0,0.0,0.0,104.0,23.0,2.0,0.0,63.0,0.0,30.0,0.0,6.0,0.0,0.0,0.08150470219435736,0.018808777429467086,0.003134796238244514,0.2664576802507837,0.0,0.0,0.0,0.32601880877742945,0.07210031347962383,0.006269592476489028,0.0,0.1974921630094044,0.0,0.09404388714733543,0.0,0.018808777429467086,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0
81,5,1987,311,67,3223,13,12.0,0.0,3.0,71.0,0.0,0.0,0.0,39.0,0.0,10.0,0.0,113.0,7.0,24.0,0.0,0.0,1.0,0.0,0.05,0.0,0.0125,0.29583333333333334,0.0,0.0,0.0,0.1625,0.0,0.041666666666666664,0.0,0.4708333333333333,0.029166666666666667,0.1,0.0,0.0,0.004166666666666667,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0
29,3,2275,299,11,2563,21,0.0,9.0,0.0,37.0,0.0,0.0,12.0,32.0,8.0,3.0,1.0,108.0,0.0,30.0,2.0,3.0,1.0,6.0,0.0,0.041666666666666664,0.0,0.1712962962962963,0.0,0.0,0.05555555555555555,0.14814814814814814,0.037037037037037035,0.013888888888888888,0.004629629629629629,0.5,0.0,0.1388888888888889,0.009259259259259259,0.013888888888888888,0.004629629629629629,0.027777777777777776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1
60,4,2095,220,61,2680,20,14.0,1.0,0.0,17.0,0.0,0.0,0.0,21.0,0.0,20.0,0.0,72.0,2.0,35.0,9.0,0.0,1.0,0.0,0.0498220640569395,0.0035587188612099642,0.0,0.060498220640569395,0.0,0.0,0.0,0.07473309608540925,0.0,0.0711743772241993,0.0,0.25622775800711745,0.0071174377224199285,0.12455516014234876,0.03202846975088968,0.0,0.0035587188612099642,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0
119,7,1612,390,47,3405,19,38.0,2.0,23.0,56.0,2.0,0.0,0.0,59.0,3.0,12.0,15.0,85.0,16.0,10.0,8.0,3.0,5.0,0.0,0.1450381679389313,0.007633587786259542,0.08778625954198473,0.21374045801526717,0.007633587786259542,0.0,0.0,0.22519083969465647,0.011450381679389313,0.04580152671755725,0.05725190839694656,0.3244274809160305,0.061068702290076333,0.03816793893129771,0.030534351145038167,0.011450381679389313,0.019083969465648856,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
69,5,1962,295,44,2791,17,40.0,0.0,29.0,36.0,0.0,32.0,0.0,25.0,5.0,1.0,1.0,59.0,1.0,25.0,4.0,4.0,1.0,0.0,0.1388888888888889,0.0,0.10069444444444445,0.125,0.0,0.1111111111111111,0.0,0.08680555555555555,0.017361111111111112,0.003472222222222222,0.003472222222222222,0.2048611111111111,0.003472222222222222,0.08680555555555555,0.013888888888888888,0.013888888888888888,0.003472222222222222,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
52,4,2248,551,108,5567,20,14.0,23.0,0.0,67.0,0.0,0.0,16.0,41.0,20.0,13.0,0.0,139.0,3.0,50.0,13.0,78.0,5.0,18.0,0.045454545454545456,0.07467532467532467,0.0,0.21753246753246752,0.0,0.0,0.05194805194805195,0.1331168831168831,0.06493506493506493,0.04220779220779221,0.0,0.4512987012987013,0.00974025974025974,0.16233766233766234,0.04220779220779221,0.2532467532467532,0.016233766233766232,0.05844155844155844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1
22,2,2463,206,27,2612,16,0.0,4.0,0.0,49.0,0.0,0.0,0.0,35.0,5.0,4.0,0.0,52.0,3.0,19.0,4.0,7.0,5.0,4.0,0.0,0.014545454545454545,0.0,0.1781818181818182,0.0,0.0,0.0,0.12727272727272726,0.01818181818181818,0.014545454545454545,0.0,0.1890909090909091,0.01090909090909091,0.06909090909090909,0.014545454545454545,0.025454545454545455,0.01818181818181818,0.014545454545454545,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1
113,6,1571,326,46,3304,21,41.0,17.0,4.0,36.0,11.0,0.0,0.0,21.0,5.0,6.0,3.0,82.0,3.0,30.0,8.0,11.0,2.0,5.0,0.14695340501792115,0.06093189964157706,0.014336917562724014,0.12903225806451613,0.03942652329749104,0.0,0.0,0.07526881720430108,0.017921146953405017,0.021505376344086023,0.010752688172043012,0.2939068100358423,0.010752688172043012,0.10752688172043011,0.02867383512544803,0.03942652329749104,0.007168458781362007,0.017921146953405017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,5,2011,291,63,2476,15,65.0,22.0,0.0,66.0,0.0,0.0,0.0,34.0,2.0,8.0,6.0,52.0,10.0,9.0,3.0,0.0,2.0,0.0,0.24253731343283583,0.08208955223880597,0.0,0.2462686567164179,0.0,0.0,0.0,0.12686567164179105,0.007462686567164179,0.029850746268656716,0.022388059701492536,0.19402985074626866,0.03731343283582089,0.033582089552238806,0.011194029850746268,0.0,0.007462686567164179,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0
143,8,1543,264,39,2804,19,34.0,4.0,9.0,18.0,36.0,0.0,0.0,25.0,12.0,9.0,5.0,0.0,7.0,24.0,7.0,3.0,3.0,7.0,0.11074918566775244,0.013029315960912053,0.029315960912052116,0.05863192182410423,0.11726384364820847,0.0,0.0,0.08143322475570032,0.03908794788273615,0.029315960912052116,0.016286644951140065,0.0,0.02280130293159609,0.0781758957654723,0.02280130293159609,0.009771986970684038,0.009771986970684038,0.02280130293159609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
37,3,2541,480,142,4672,29,28.0,37.0,3.0,61.0,0.0,0.0,0.0,44.0,5.0,14.0,3.0,108.0,1.0,57.0,12.0,8.0,3.0,8.0,0.09364548494983277,0.12374581939799331,0.010033444816053512,0.2040133779264214,0.0,0.0,0.0,0.14715719063545152,0.016722408026755852,0.046822742474916385,0.010033444816053512,0.3612040133779264,0.0033444816053511705,0.19063545150501673,0.04013377926421405,0.026755852842809364,0.010033444816053512,0.026755852842809364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
179,9,1656,218,61,2451,25,5.0,8.0,1.0,51.0,4.0,0.0,0.0,6.0,0.0,12.0,3.0,0.0,11.0,21.0,8.0,0.0,2.0,0.0,0.017421602787456445,0.027874564459930314,0.003484320557491289,0.17770034843205576,0.013937282229965157,0.0,0.0,0.020905923344947737,0.0,0.041811846689895474,0.010452961672473868,0.0,0.03832752613240418,0.07317073170731707,0.027874564459930314,0.0,0.006968641114982578,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0
92,6,1755,268,37,3192,21,7.0,3.0,15.0,32.0,3.0,0.0,0.0,19.0,3.0,1.0,6.0,72.0,7.0,24.0,2.0,5.0,2.0,26.0,0.026415094339622643,0.011320754716981131,0.05660377358490566,0.12075471698113208,0.011320754716981131,0.0,0.0,0.07169811320754717,0.011320754716981131,0.0037735849056603774,0.022641509433962263,0.27169811320754716,0.026415094339622643,0.09056603773584905,0.007547169811320755,0.018867924528301886,0.007547169811320755,0.09811320754716982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
181,9,1484,273,59,2965,24,31.0,4.0,0.0,61.0,10.0,0.0,0.0,15.0,0.0,5.0,2.0,0.0,7.0,9.0,5.0,0.0,21.0,15.0,0.11567164179104478,0.014925373134328358,0.0,0.22761194029850745,0.03731343283582089,0.0,0.0,0.055970149253731345,0.0,0.018656716417910446,0.007462686567164179,0.0,0.026119402985074626,0.033582089552238806,0.018656716417910446,0.0,0.07835820895522388,0.055970149253731345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1
64,4,3010,516,96,4960,22,7.0,14.0,2.0,37.0,0.0,68.0,24.0,59.0,4.0,23.0,4.0,159.0,1.0,42.0,16.0,5.0,1.0,37.0,0.031818181818181815,0.06363636363636363,0.00909090909090909,0.16818181818181818,0.0,0.3090909090909091,0.10909090909090909,0.2681818181818182,0.01818181818181818,0.10454545454545454,0.01818181818181818,0.7227272727272728,0.004545454545454545,0.19090909090909092,0.07272727272727272,0.022727272727272728,0.004545454545454545,0.16818181818181818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
165,9,1461,243,48,2707,17,44.0,2.0,31.0,24.0,21.0,0.0,0.0,19.0,0.0,3.0,1.0,0.0,7.0,34.0,3.0,0.0,2.0,0.0,0.2018348623853211,0.009174311926605505,0.14220183486238533,0.11009174311926606,0.0963302752293578,0.0,0.0,0.0871559633027523,0.0,0.013761467889908258,0.0045871559633027525,0.0,0.03211009174311927,0.1559633027522936,0.013761467889908258,0.0,0.009174311926605505,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0
169,9,1406,294,56,3042,24,9.0,21.0,3.0,53.0,18.0,0.0,25.0,22.0,0.0,3.0,4.0,0.0,21.0,45.0,14.0,0.0,0.0,5.0,0.02356020942408377,0.0549738219895288,0.007853403141361256,0.1387434554973822,0.04712041884816754,0.0,0.06544502617801047,0.05759162303664921,0.0,0.007853403141361256,0.010471204188481676,0.0,0.0549738219895288,0.11780104712041885,0.03664921465968586,0.0,0.0,0.013089005235602094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1
177,9,1407,260,70,3076,21,62.0,4.0,3.0,32.0,26.0,0.0,8.0,26.0,0.0,6.0,2.0,0.0,7.0,28.0,6.0,0.0,1.0,0.0,0.2108843537414966,0.013605442176870748,0.01020408163265306,0.10884353741496598,0.08843537414965986,0.0,0.027210884353741496,0.08843537414965986,0.0,0.02040816326530612,0.006802721088435374,0.0,0.023809523809523808,0.09523809523809523,0.02040816326530612,0.0,0.003401360544217687,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0
161,8,1393,288,38,2865,20,28.0,3.0,0.0,56.0,8.0,0.0,0.0,48.0,0.0,1.0,0.0,0.0,1.0,23.0,1.0,0.0,1.0,7.0,0.08259587020648967,0.008849557522123894,0.0,0.16519174041297935,0.02359882005899705,0.0,0.0,0.1415929203539823,0.0,0.0029498525073746312,0.0,0.0,0.0029498525073746312,0.06784660766961652,0.0029498525073746312,0.0,0.0029498525073746312,0.02064896755162242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1
180,9,1445,318,55,2707,28,11.0,32.0,12.0,37.0,3.0,0.0,0.0,31.0,0.0,9.0,3.0,0.0,29.0,42.0,6.0,0.0,5.0,2.0,0.043478260869565216,0.12648221343873517,0.04743083003952569,0.14624505928853754,0.011857707509881422,0.0,0.0,0.1225296442687747,0.0,0.03557312252964427,0.011857707509881422,0.0,0.11462450592885376,0.16600790513833993,0.023715415019762844,0.0,0.019762845849802372,0.007905138339920948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1
